
===================================================
Simulating (simso.schedulers.EDF) on config (config_overhead_2_50_50.xml) 
with sim module (default_simulator).
Chroms: 30, Gen: 100, ESC: 0.1 0.5 0.4, MR: 1.5
Selection: Roulette, MS: False, Crossover: OX2, Keep Elite: False
===================================================


50821471 Task 21_16 CPU 1
50862001 Task 22_25 CPU 2
50919438 Task 19_38 CPU 2
50920561 Task 3_31 CPU 1
51163425 Task 42_17 CPU 1
51250594 Task 68_11 CPU 2
51466285 Task 4_19 CPU 2
51642543 Task 96_7 CPU 2
51920978 Task 72_17 CPU 2
51987853 Task 9_15 CPU 1
51998891 Task 28_6 CPU 2
52050071 Task 15_11 CPU 1
52164721 Task 27_16 CPU 2
52295639 Task 19_39 CPU 2
52388427 Task 57_2 CPU 2
52431473 Task 26_3 CPU 1
52617913 Task 3_32 CPU 1
52721965 Task 38_19 CPU 2
52981251 Task 22_26 CPU 2
53193492 Task 61_15 CPU 1
53318106 Task 92_18 CPU 1
53322911 Task 68_12 CPU 2
53427701 Task 6_21 CPU 1
53551717 Task 16_5 CPU 2
53671840 Task 19_40 CPU 1
53827574 Task 60_6 CPU 1
54209569 Task 21_17 CPU 1
54214572 Task 95_15 CPU 2
54215448 Task 16_5 CPU 1
54277174 Task 58_10 CPU 2
54308635 Task 8_7 CPU 2
54315265 Task 3_33 CPU 1
54325523 Task 4_20 CPU 2
54329237 Task 8_7 CPU 1
54361139 Task 42_18 CPU 1
54373649 Task 12_8 CPU 2
54459826 Task 96_8 CPU 2
54698222 Task 71_2 CPU 2
54908976 Task 93_2 CPU 2
55048041 Task 19_41 CPU 1
55070233 Task 45_8 CPU 1
55100501 Task 22_27 CPU 2
55597319 Task 92_19 CPU 1
55642369 Task 27_17 CPU 2
55650963 Task 38_20 CPU 1
55701271 Task 9_16 CPU 1
55867851 Task 67_10 CPU 2
56012617 Task 3_34 CPU 1
56099086 Task 6_22 CPU 1
56105646 Task 61_16 CPU 2
56126792 Task 34_5 CPU 2
56287798 Task 68_13 CPU 2
56424242 Task 19_42 CPU 1
56696674 Task 64_6 CPU 1
56823963 Task 72_18 CPU 2
57184761 Task 4_21 CPU 2
57219751 Task 22_28 CPU 2
57255078 Task 15_12 CPU 1
57431459 Task 53_9 CPU 2
57492377 Task 23_9 CPU 2
57558853 Task 42_19 CPU 1
57597667 Task 21_18 CPU 1
57709969 Task 3_35 CPU 1
57800443 Task 19_43 CPU 1
57862169 Task 40_8 CPU 2
58149491 Task 96_9 CPU 2
58579961 Task 38_21 CPU 1
58730380 Task 82_2 CPU 1
58770471 Task 6_23 CPU 2
59119341 Task 61_17 CPU 2
59120017 Task 27_18 CPU 1
59176644 Task 19_44 CPU 1
59186542 Task 67_11 CPU 2
59339001 Task 22_29 CPU 2
59407321 Task 3_36 CPU 1
59414689 Task 9_17 CPU 2
59516385 Task 72_19 CPU 2
59912005 Task 95_16 CPU 2
59955317 Task 68_14 CPU 2
60043999 Task 4_22 CPU 2
60153312 Task 59_12 CPU 2
60158079 Task 58_11 CPU 1
60414473 Task 92_20 CPU 1
60552845 Task 19_45 CPU 1
60756567 Task 42_20 CPU 1
60827989 Task 61_18 CPU 2
60909984 Task 96_10 CPU 2
60985765 Task 21_19 CPU 1
61104673 Task 3_37 CPU 1
61378057 Task 98_2 CPU 1
61441856 Task 6_24 CPU 2
61458251 Task 22_30 CPU 1
61476211 Task 98_2 CPU 1
61508959 Task 38_22 CPU 2
61576955 Task 53_10 CPU 2
61821553 Task 20_4 CPU 2
61929046 Task 19_46 CPU 2
61931310 Task 20_4 CPU 2
61987460 Task 64_7 CPU 1
62141313 Task 12_9 CPU 2
62333085 Task 10_3 CPU 2
62398669 Task 28_7 CPU 2
62460085 Task 15_13 CPU 1
62597665 Task 27_19 CPU 1
62802025 Task 3_38 CPU 1
62903237 Task 4_23 CPU 2
62937409 Task 45_9 CPU 1
63019762 Task 68_15 CPU 2
63101549 Task 5_5 CPU 2
63128107 Task 9_18 CPU 1
63268719 Task 72_20 CPU 2
63305247 Task 19_47 CPU 2
63360074 Task 8_8 CPU 1
63577501 Task 22_31 CPU 1
63896352 Task 59_13 CPU 2
63954281 Task 42_21 CPU 1
64034346 Task 60_7 CPU 1
64113241 Task 6_25 CPU 2
64373863 Task 21_20 CPU 1
64437957 Task 38_23 CPU 2
64489981 Task 58_12 CPU 1
64499377 Task 3_39 CPU 2
64678924 Task 23_10 CPU 2
64680145 Task 61_19 CPU 1
64681448 Task 19_48 CPU 2
64683712 Task 23_10 CPU 2
64970509 Task 48_4 CPU 2
65023577 Task 96_11 CPU 1
65129227 Task 24_2 CPU 2
65382966 Task 100_4 CPU 1
65416288 Task 39_4 CPU 2
65420006 Task 24_2 CPU 1
65499993 Task 92_21 CPU 1
65573196 Task 95_17 CPU 1
65696751 Task 22_32 CPU 1
65762475 Task 4_24 CPU 1
66032529 Task 53_11 CPU 1
66055930 Task 17_2 CPU 1
66057649 Task 19_49 CPU 1
66059913 Task 17_2 CPU 1
66075313 Task 27_20 CPU 1
66128160 Task 17_2 CPU 1
66128193 Task 40_9 CPU 1
66148713 Task 17_2 CPU 1
66196729 Task 3_40 CPU 1
66210701 Task 17_2 CPU 1
66784626 Task 6_26 CPU 2
66799971 Task 41_3 CPU 1
66841525 Task 9_19 CPU 2
66939646 Task 16_6 CPU 2
67064286 Task 55_1 CPU 1
67140985 Task 41_3 CPU 1
67151995 Task 42_22 CPU 1
67186370 Task 41_3 CPU 1
67366955 Task 38_24 CPU 1
67385016 Task 41_3 CPU 1
67401543 Task 61_20 CPU 1
67422683 Task 41_3 CPU 1
67433850 Task 19_50 CPU 1
67436114 Task 41_3 CPU 1
67474177 Task 92_22 CPU 1
67482476 Task 41_3 CPU 1
67665092 Task 15_14 CPU 1
67672855 Task 41_3 CPU 2
67761961 Task 21_21 CPU 2
67767834 Task 41_3 CPU 2
67777025 Task 59_14 CPU 2
67791015 Task 41_3 CPU 2
67816001 Task 22_33 CPU 1
67894081 Task 3_41 CPU 1
68110848 Task 64_8 CPU 1
68264079 Task 96_12 CPU 1
68505075 Task 95_18 CPU 1
68621713 Task 4_25 CPU 1
68765862 Task 67_12 CPU 1
68810051 Task 19_51 CPU 1
68863498 Task 1_4 CPU 1
68978629 Task 58_13 CPU 2
68993635 Task 41_3 CPU 2
69057181 Task 61_21 CPU 2
69077613 Task 41_3 CPU 1
69101791 Task 62_1 CPU 2
69456011 Task 6_27 CPU 2
69552961 Task 27_21 CPU 2
69591433 Task 3_42 CPU 1
69605405 Task 41_3 CPU 1
69908977 Task 12_10 CPU 2
69935251 Task 22_34 CPU 2
70139981 Task 34_6 CPU 2
70186252 Task 19_52 CPU 1
70295953 Task 38_25 CPU 1
70349709 Task 42_23 CPU 1
70554943 Task 9_20 CPU 2
70804585 Task 45_10 CPU 1
71017678 Task 92_23 CPU 1
71150059 Task 21_22 CPU 2
71288785 Task 3_43 CPU 1
71371437 Task 61_22 CPU 2
71480951 Task 4_26 CPU 1
71562453 Task 19_53 CPU 1
71864785 Task 47_3 CPU 1
71865471 Task 23_11 CPU 2
72038035 Task 64_9 CPU 2
72051854 Task 59_15 CPU 1
72054501 Task 22_35 CPU 2
72065844 Task 64_9 CPU 1
72072461 Task 47_3 CPU 2
72127396 Task 6_28 CPU 1
72411513 Task 8_9 CPU 1
72798447 Task 28_8 CPU 2
72817903 Task 72_21 CPU 2
72870099 Task 15_15 CPU 1
72938654 Task 19_54 CPU 2
72986137 Task 3_44 CPU 2
73030609 Task 27_22 CPU 2
73162103 Task 92_24 CPU 1
73224951 Task 38_26 CPU 1
73475390 Task 67_13 CPU 1
73503185 Task 61_23 CPU 2
73547423 Task 42_24 CPU 1
73880825 Task 68_16 CPU 2
74173751 Task 22_36 CPU 2
74268361 Task 9_21 CPU 2
74314855 Task 19_55 CPU 2
74340189 Task 4_27 CPU 1
74394217 Task 40_10 CPU 1
74420052 Task 95_19 CPU 1
74490903 Task 72_22 CPU 2
74538157 Task 21_23 CPU 2
74683489 Task 3_45 CPU 2
74798781 Task 6_29 CPU 1
75210359 Task 92_25 CPU 1
75393217 Task 58_14 CPU 2
75691056 Task 19_56 CPU 2
75828079 Task 49_3 CPU 2
76005247 Task 76_5 CPU 1
76123928 Task 59_16 CPU 2
76137918 Task 49_3 CPU 2
76153949 Task 38_27 CPU 2
76172010 Task 49_3 CPU 2
76192615 Task 61_24 CPU 2
76213755 Task 49_3 CPU 2
76293001 Task 22_37 CPU 1
76380841 Task 3_46 CPU 2
76508257 Task 27_23 CPU 2
76621665 Task 95_20 CPU 1
76745137 Task 42_25 CPU 1
77049230 Task 92_26 CPU 1
77067257 Task 19_57 CPU 2
77096232 Task 89_1 CPU 1
77158160 Task 63_3 CPU 2
77199427 Task 4_28 CPU 1
77219094 Task 89_1 CPU 1
77447530 Task 67_14 CPU 1
77470166 Task 6_30 CPU 2
77474169 Task 63_3 CPU 1
77523047 Task 89_1 CPU 2
77676641 Task 12_11 CPU 2
77926255 Task 21_24 CPU 2
77981779 Task 9_22 CPU 2
78061478 Task 61_25 CPU 2
78075106 Task 15_16 CPU 1
78078193 Task 3_47 CPU 1
78082624 Task 15_16 CPU 2
78156509 Task 68_17 CPU 1
78412251 Task 22_38 CPU 1
78443458 Task 19_58 CPU 2
78647209 Task 26_4 CPU 1
78671761 Task 45_11 CPU 2
78702937 Task 100_5 CPU 2
78830023 Task 58_15 CPU 2
78876936 Task 5_6 CPU 2
79052018 Task 23_12 CPU 2
79082947 Task 38_28 CPU 1
79090866 Task 72_23 CPU 2
79091484 Task 96_13 CPU 1
79104161 Task 38_28 CPU 2
79173436 Task 92_27 CPU 1
79775545 Task 3_48 CPU 1
79819659 Task 19_59 CPU 2
79942851 Task 42_26 CPU 1
79985905 Task 27_24 CPU 2
80031271 Task 95_21 CPU 1
80058665 Task 4_29 CPU 1
80141551 Task 6_31 CPU 2
80222227 Task 52_1 CPU 1
80321916 Task 64_10 CPU 2
80327575 Task 16_7 CPU 1
80371956 Task 52_1 CPU 2
80531501 Task 22_39 CPU 2
80549461 Task 52_1 CPU 2
81195860 Task 19_60 CPU 1
81314353 Task 21_25 CPU 1
81462952 Task 8_10 CPU 1
81472897 Task 3_49 CPU 2
81486869 Task 52_1 CPU 2
81576836 Task 92_28 CPU 1
81604116 Task 71_3 CPU 1
81668364 Task 90_1 CPU 2
81695197 Task 9_23 CPU 2
81703352 Task 90_1 CPU 2
81703804 Task 52_1 CPU 1
82011945 Task 38_29 CPU 1
82030006 Task 52_1 CPU 1
82120539 Task 61_26 CPU 1
82141679 Task 52_1 CPU 1
82296153 Task 95_22 CPU 1
82304417 Task 52_1 CPU 1
82390984 Task 72_24 CPU 1
82404279 Task 52_1 CPU 1
82428737 Task 20_5 CPU 2
82572061 Task 19_61 CPU 1
82650751 Task 22_40 CPU 1
82660241 Task 40_11 CPU 2
82668717 Task 20_5 CPU 1
82812936 Task 6_32 CPU 2
82868542 Task 53_12 CPU 1
82917903 Task 4_30 CPU 1
83140565 Task 42_27 CPU 1
83170249 Task 3_50 CPU 2
83198225 Task 28_9 CPU 2
83280113 Task 15_17 CPU 2
83357579 Task 60_8 CPU 1
83463553 Task 27_25 CPU 2
83887346 Task 92_29 CPU 1
83936734 Task 72_25 CPU 1
83948262 Task 19_62 CPU 2
84167977 Task 34_7 CPU 2
84702451 Task 21_26 CPU 1
84770001 Task 22_41 CPU 1
84867601 Task 3_51 CPU 2
84883941 Task 95_23 CPU 1
84940943 Task 38_30 CPU 1
85324463 Task 19_63 CPU 2
85385850 Task 61_27 CPU 1
85408615 Task 9_24 CPU 2
85444305 Task 12_12 CPU 2
85484321 Task 6_33 CPU 2
85579792 Task 92_30 CPU 1
85777141 Task 4_31 CPU 1
85923177 Task 62_2 CPU 2
86076322 Task 68_18 CPU 1
86237656 Task 99_1 CPU 1
86238565 Task 23_13 CPU 2
86338279 Task 42_28 CPU 1
86479307 Task 32_2 CPU 1
86538937 Task 45_12 CPU 2
86564953 Task 3_52 CPU 2
86627345 Task 48_5 CPU 2
86700664 Task 19_64 CPU 1
86702928 Task 32_2 CPU 1
86873077 Task 59_17 CPU 2
86889251 Task 22_42 CPU 2
86941201 Task 27_26 CPU 2
86995964 Task 58_16 CPU 2
87221717 Task 39_5 CPU 2
87353512 Task 61_28 CPU 1
87374652 Task 32_2 CPU 1
87463429 Task 67_15 CPU 1
87490062 Task 32_2 CPU 1
87869941 Task 38_31 CPU 1
88051182 Task 86_2 CPU 1
88076865 Task 19_65 CPU 1
88079129 Task 86_2 CPU 1
88090549 Task 21_27 CPU 1
88096422 Task 86_2 CPU 1
88155706 Task 6_34 CPU 1
88208587 Task 57_3 CPU 1
88262305 Task 3_53 CPU 1
88276277 Task 57_3 CPU 1
88292294 Task 86_2 CPU 1
88485120 Task 15_18 CPU 2
88636379 Task 4_32 CPU 1
88681380 Task 68_19 CPU 1
89008501 Task 22_43 CPU 2
89122033 Task 9_25 CPU 2
89453066 Task 19_66 CPU 1
89535993 Task 42_29 CPU 1
89891386 Task 53_13 CPU 1
89959657 Task 3_54 CPU 1
90192280 Task 61_29 CPU 1
90418849 Task 27_27 CPU 2
90447237 Task 92_31 CPU 1
90514391 Task 8_11 CPU 1
90798939 Task 38_32 CPU 1
90827091 Task 6_35 CPU 1
90829267 Task 19_67 CPU 2
90926265 Task 40_12 CPU 2
91111235 Task 13_2 CPU 2
91127751 Task 22_44 CPU 1
91446476 Task 76_6 CPU 1
91478647 Task 21_28 CPU 2
91495617 Task 4_33 CPU 2
91621142 Task 64_11 CPU 2
91657009 Task 3_55 CPU 1
91670981 Task 76_6 CPU 1
91708689 Task 59_18 CPU 2
91817997 Task 1_5 CPU 1
92162682 Task 60_9 CPU 1
92205468 Task 19_68 CPU 2
92269055 Task 58_17 CPU 2
92313331 Task 61_30 CPU 1
92395756 Task 95_24 CPU 1
92537025 Task 67_16 CPU 1
92733707 Task 42_30 CPU 1
92798978 Task 100_6 CPU 2
92835451 Task 9_26 CPU 1
93055735 Task 25_2 CPU 2
93158694 Task 68_20 CPU 1
93211969 Task 12_13 CPU 2
93247001 Task 22_45 CPU 1
93354361 Task 3_56 CPU 1
93387268 Task 73_2 CPU 1
93425112 Task 23_14 CPU 2
93498476 Task 6_36 CPU 2
93499627 Task 10_4 CPU 1
93530796 Task 98_3 CPU 1
93551363 Task 10_4 CPU 2
93578573 Task 73_2 CPU 2
93581669 Task 19_69 CPU 2
93583933 Task 73_2 CPU 2
93598003 Task 28_10 CPU 2
93616625 Task 73_2 CPU 2
93690127 Task 15_19 CPU 2
93715504 Task 16_8 CPU 1
93727937 Task 38_33 CPU 1
93745998 Task 16_8 CPU 1
93794196 Task 53_14 CPU 1
93806459 Task 16_8 CPU 1
93816431 Task 98_3 CPU 2
93896497 Task 27_28 CPU 2
93924866 Task 92_32 CPU 1
93933165 Task 16_8 CPU 1
93949344 Task 98_3 CPU 2
94354855 Task 4_34 CPU 2
94406113 Task 45_13 CPU 2
94652323 Task 5_7 CPU 2
94672357 Task 61_31 CPU 1
94841538 Task 95_25 CPU 1
94866745 Task 21_29 CPU 2
94957870 Task 19_70 CPU 2
95051713 Task 3_57 CPU 1
95154471 Task 68_21 CPU 1
95266195 Task 59_19 CPU 2
95366251 Task 22_46 CPU 1
95561016 Task 81_2 CPU 2
95589933 Task 72_26 CPU 1
95931421 Task 42_31 CPU 1
96169861 Task 6_37 CPU 1
96255466 Task 84_2 CPU 1
96334071 Task 19_71 CPU 1
96548869 Task 9_27 CPU 1
96644204 Task 50_2 CPU 2
96656935 Task 38_34 CPU 1
96749065 Task 3_58 CPU 1
96949644 Task 61_32 CPU 1
96993562 Task 58_18 CPU 1
97214093 Task 4_35 CPU 1
97221071 Task 31_3 CPU 2
97233766 Task 50_2 CPU 1
97374145 Task 27_29 CPU 1
97426992 Task 50_2 CPU 1
97456694 Task 53_15 CPU 1
97468957 Task 50_2 CPU 1
97485501 Task 22_47 CPU 1
97503461 Task 50_2 CPU 1
97710272 Task 19_72 CPU 1
97712536 Task 50_2 CPU 1
98195973 Task 34_8 CPU 1
98254843 Task 21_30 CPU 1
98446417 Task 3_59 CPU 1
98462875 Task 68_22 CPU 1
98841246 Task 6_38 CPU 1
98872157 Task 59_20 CPU 2
98895134 Task 15_20 CPU 2
98940754 Task 95_26 CPU 1
99086473 Task 19_73 CPU 1
99129135 Task 42_32 CPU 1
99192289 Task 40_13 CPU 2
99194434 Task 78_2 CPU 1
99206950 Task 67_17 CPU 1
99212809 Task 78_2 CPU 2
99215979 Task 61_33 CPU 2
99233589 Task 78_2 CPU 1
99565830 Task 8_12 CPU 2
99585933 Task 38_35 CPU 1
99600050 Task 78_2 CPU 2
99604751 Task 22_48 CPU 1
99754271 Task 92_33 CPU 1
Total Migrations: 76
Total Pre-emptions: 576
Total Exceeded Count: 0
Fitness Score: 652

===================================================
Simulating (simso.schedulers.EDF) on config (config_overhead_4_50_50.xml) 
with sim module (default_simulator).
Chroms: 30, Gen: 100, ESC: 0.1 0.5 0.4, MR: 1.5
Selection: Roulette, MS: False, Crossover: OX2, Keep Elite: False
===================================================


50 Task 19_1 CPU 1
55 Task 3_1 CPU 2
60 Task 22_1 CPU 3
65 Task 6_1 CPU 4
2559 Task 4_1 CPU 1
14027 Task 38_1 CPU 2
18020 Task 42_1 CPU 3
22226 Task 21_1 CPU 1
28099 Task 27_1 CPU 1
32088 Task 9_1 CPU 2
40243 Task 15_1 CPU 2
52395 Task 23_1 CPU 3
52946 Task 12_1 CPU 4
54407 Task 45_1 CPU 4
59915 Task 40_1 CPU 4
80435 Task 8_1 CPU 4
80946 Task 28_1 CPU 1
86877 Task 16_1 CPU 3
99568 Task 34_1 CPU 1
114655 Task 5_1 CPU 4
119713 Task 20_1 CPU 1
166547 Task 48_1 CPU 2
171105 Task 39_1 CPU 4
281139 Task 1_1 CPU 2
354891 Task 95_1 CPU 2
363155 Task 1_1 CPU 2
378953 Task 26_1 CPU 1
503506 Task 10_1 CPU 2
512812 Task 41_1 CPU 1
561879 Task 47_1 CPU 2
620132 Task 67_1 CPU 2
646765 Task 47_1 CPU 2
820080 Task 49_1 CPU 3
882268 Task 59_1 CPU 3
896258 Task 49_1 CPU 3
915274 Task 61_1 CPU 3
936414 Task 49_1 CPU 3
953928 Task 31_1 CPU 2
993750 Task 68_1 CPU 2
1003689 Task 31_1 CPU 2
1228243 Task 72_1 CPU 2
1241538 Task 31_1 CPU 2
1299310 Task 24_1 CPU 3
1376202 Task 19_2 CPU 3
1378466 Task 24_1 CPU 3
1414200 Task 17_1 CPU 4
1633289 Task 32_1 CPU 3
1697353 Task 3_2 CPU 3
1711325 Task 32_1 CPU 3
1723444 Task 58_1 CPU 3
1738450 Task 32_1 CPU 3
1943341 Task 13_1 CPU 4
1961500 Task 25_1 CPU 4
1978326 Task 50_1 CPU 4
2108140 Task 29_1 CPU 2
2119251 Task 22_2 CPU 2
2137211 Task 29_1 CPU 2
2304836 Task 76_1 CPU 2
2348007 Task 92_1 CPU 4
2356306 Task 50_1 CPU 4
2535765 Task 29_1 CPU 2
2671386 Task 6_2 CPU 2
2724267 Task 29_1 CPU 2
2752403 Task 19_3 CPU 2
2754667 Task 29_1 CPU 2
2859239 Task 4_2 CPU 2
2878906 Task 29_1 CPU 2
2920502 Task 72_2 CPU 2
2928999 Task 38_2 CPU 4
2933803 Task 50_1 CPU 2
2947060 Task 29_1 CPU 4
3002680 Task 7_1 CPU 3
3017308 Task 2_1 CPU 2
3088904 Task 60_1 CPU 2
3177451 Task 2_1 CPU 2
3197715 Task 42_2 CPU 2
3232090 Task 2_1 CPU 2
3388099 Task 21_2 CPU 2
3393972 Task 2_1 CPU 2
3394705 Task 3_3 CPU 2
3408677 Task 2_1 CPU 2
3434952 Task 30_1 CPU 1
3456778 Task 11_1 CPU 2
3477649 Task 27_2 CPU 2
3530496 Task 11_1 CPU 2
3607593 Task 35_1 CPU 4
3637833 Task 53_1 CPU 4
3650096 Task 35_1 CPU 4
3713419 Task 9_2 CPU 4
3721574 Task 35_1 CPU 4
3744725 Task 95_2 CPU 4
3749980 Task 61_2 CPU 2
3750320 Task 68_2 CPU 1
3752989 Task 30_1 CPU 4
3760259 Task 11_1 CPU 1
3771126 Task 35_1 CPU 2
4081589 Task 63_1 CPU 2
4128604 Task 19_4 CPU 1
4130868 Task 11_1 CPU 1
4238501 Task 22_3 CPU 1
4256461 Task 11_1 CPU 1
4453571 Task 35_1 CPU 2
4668512 Task 46_1 CPU 2
4859295 Task 67_2 CPU 2
4885928 Task 46_1 CPU 2
5092057 Task 3_4 CPU 2
5106029 Task 46_1 CPU 2
5108396 Task 92_2 CPU 2
5116695 Task 46_1 CPU 2
5205008 Task 15_2 CPU 2
5323282 Task 59_2 CPU 1
5331312 Task 11_1 CPU 2
5337272 Task 46_1 CPU 1
5342771 Task 6_3 CPU 1
5371486 Task 46_1 CPU 3
5395652 Task 14_1 CPU 1
5504805 Task 19_5 CPU 1
5507069 Task 14_1 CPU 1
5566761 Task 18_1 CPU 2
5668231 Task 58_2 CPU 2
5683237 Task 18_1 CPU 2
5718477 Task 4_3 CPU 2
5738144 Task 18_1 CPU 2
5857997 Task 38_3 CPU 2
5876058 Task 18_1 CPU 2
6083590 Task 72_3 CPU 2
6096885 Task 18_1 CPU 2
6357751 Task 22_4 CPU 2
6375711 Task 18_1 CPU 2
6395429 Task 42_3 CPU 2
6429092 Task 18_1 CPU 4
6429804 Task 43_1 CPU 2
6491599 Task 95_3 CPU 2
6499863 Task 43_1 CPU 2
6776197 Task 21_3 CPU 2
6782070 Task 43_1 CPU 2
6789409 Task 3_5 CPU 2
6803381 Task 43_1 CPU 2
6881006 Task 19_6 CPU 2
6883270 Task 43_1 CPU 2
6921944 Task 96_1 CPU 2
6955297 Task 27_3 CPU 4
6964605 Task 18_1 CPU 2
7008144 Task 43_1 CPU 4
7186548 Task 23_2 CPU 4
7221030 Task 43_1 CPU 4
7317845 Task 92_3 CPU 4
7326144 Task 43_1 CPU 4
7329743 Task 33_1 CPU 1
7426837 Task 9_3 CPU 1
7434992 Task 33_1 CPU 1
7654919 Task 36_1 CPU 3
7767665 Task 12_2 CPU 3
7769126 Task 36_1 CPU 3
7867177 Task 45_2 CPU 3
7872685 Task 36_1 CPU 3
8014156 Task 6_4 CPU 3
8042900 Task 53_2 CPU 1
8055163 Task 33_1 CPU 1
8067037 Task 36_1 CPU 3
8089726 Task 72_4 CPU 3
8103021 Task 36_1 CPU 3
8257207 Task 19_7 CPU 3
8259471 Task 36_1 CPU 3
8266025 Task 40_2 CPU 3
8286545 Task 36_1 CPU 3
8477001 Task 22_5 CPU 3
8486761 Task 3_6 CPU 1
8494961 Task 33_1 CPU 3
8500733 Task 36_1 CPU 1
8577715 Task 4_4 CPU 1
8597382 Task 36_1 CPU 1
8664347 Task 78_1 CPU 1
8786995 Task 38_4 CPU 3
8805056 Task 33_1 CPU 3
9051440 Task 8_2 CPU 3
9085660 Task 33_1 CPU 3
9241906 Task 100_1 CPU 3
9278946 Task 33_1 CPU 3
9341966 Task 58_3 CPU 3
9356972 Task 33_1 CPU 3
9593143 Task 42_4 CPU 3
9607636 Task 92_4 CPU 4
9615935 Task 43_1 CPU 4
9627518 Task 33_1 CPU 3
9633408 Task 19_8 CPU 3
9635672 Task 33_1 CPU 3
9674286 Task 36_1 CPU 1
9742059 Task 96_2 CPU 1
9784714 Task 36_1 CPU 1
9932992 Task 59_3 CPU 1
9946982 Task 36_1 CPU 1
10164295 Task 21_4 CPU 1
10170168 Task 36_1 CPU 1
10184113 Task 3_7 CPU 1
10198085 Task 36_1 CPU 1
10399779 Task 28_2 CPU 1
10409335 Task 36_1 CPU 3
10410015 Task 15_3 CPU 3
10418401 Task 36_1 CPU 1
10432945 Task 27_4 CPU 1
10485792 Task 36_1 CPU 1
10493727 Task 61_3 CPU 1
10514867 Task 36_1 CPU 1
10536319 Task 44_1 CPU 3
10596251 Task 22_6 CPU 3
10607798 Task 64_1 CPU 1
10614211 Task 36_1 CPU 3
10655929 Task 44_1 CPU 3
10657832 Task 37_1 CPU 1
10685541 Task 6_5 CPU 1
10738422 Task 37_1 CPU 1
10844827 Task 95_4 CPU 1
10853091 Task 37_1 CPU 1
11009609 Task 19_9 CPU 4
11140255 Task 9_4 CPU 4
11240899 Task 67_3 CPU 4
11319295 Task 68_3 CPU 4
11352751 Task 92_5 CPU 4
11436953 Task 4_5 CPU 4
11715993 Task 38_5 CPU 4
11881465 Task 3_8 CPU 4
12132751 Task 73_1 CPU 4
12240409 Task 61_4 CPU 1
12261549 Task 37_1 CPU 1
12385810 Task 19_10 CPU 4
12535335 Task 53_3 CPU 4
12715501 Task 22_7 CPU 4
12790857 Task 42_5 CPU 4
13153429 Task 58_4 CPU 4
13211566 Task 72_5 CPU 4
13356926 Task 6_6 CPU 4
13387930 Task 16_2 CPU 1
13409807 Task 37_1 CPU 4
13552393 Task 21_5 CPU 4
13558266 Task 37_1 CPU 4
13578817 Task 3_9 CPU 4
13592789 Task 37_1 CPU 4
13762011 Task 19_11 CPU 4
13764275 Task 37_1 CPU 4
13910593 Task 27_5 CPU 4
13950095 Task 95_5 CPU 3
13955041 Task 44_1 CPU 2
13958359 Task 37_1 CPU 3
14027997 Task 34_2 CPU 4
14221584 Task 59_4 CPU 1
14296191 Task 4_6 CPU 4
14373095 Task 23_3 CPU 4
14527901 Task 75_1 CPU 1
14644991 Task 38_6 CPU 4
14834751 Task 22_8 CPU 4
14853673 Task 9_5 CPU 4
14882849 Task 92_6 CPU 4
15138212 Task 19_12 CPU 4
15276169 Task 3_10 CPU 4
15535329 Task 12_3 CPU 1
15615022 Task 15_4 CPU 1
15734353 Task 45_3 CPU 2
15775388 Task 5_2 CPU 4
15988571 Task 42_6 CPU 4
16028311 Task 6_7 CPU 4
16227674 Task 61_5 CPU 1
16351287 Task 67_4 CPU 4
16445188 Task 76_2 CPU 2
16456870 Task 95_6 CPU 1
16514413 Task 19_13 CPU 4
16532049 Task 40_3 CPU 1
16572881 Task 68_4 CPU 4
16940491 Task 21_6 CPU 4
16954001 Task 22_9 CPU 4
16973521 Task 3_11 CPU 4
17155429 Task 4_7 CPU 4
17384840 Task 72_6 CPU 4
17388241 Task 27_6 CPU 1
17573989 Task 38_7 CPU 4
17589004 Task 53_4 CPU 1
17660922 Task 88_1 CPU 1
17857403 Task 60_2 CPU 2
17890614 Task 19_14 CPU 4
18012670 Task 93_1 CPU 2
18102879 Task 8_3 CPU 3
18393658 Task 61_6 CPU 1
18528079 Task 96_3 CPU 1
18567091 Task 9_6 CPU 4
18670873 Task 3_12 CPU 4
18699696 Task 6_8 CPU 4
19001620 Task 59_5 CPU 1
19073251 Task 22_10 CPU 4
19186285 Task 42_7 CPU 4
19266815 Task 19_15 CPU 4
19295767 Task 72_7 CPU 4
20014667 Task 4_8 CPU 4
20166210 Task 58_5 CPU 4
20328589 Task 21_7 CPU 4
20368225 Task 3_13 CPU 4
20429968 Task 92_7 CPU 4
20502987 Task 38_8 CPU 4
20607185 Task 20_2 CPU 1
20643016 Task 19_16 CPU 4
20799557 Task 28_3 CPU 2
20820029 Task 15_5 CPU 2
20865889 Task 27_7 CPU 3
21192501 Task 22_11 CPU 4
21371081 Task 6_9 CPU 4
21551023 Task 61_7 CPU 1
21559642 Task 23_4 CPU 4
21656837 Task 48_2 CPU 2
21712176 Task 96_4 CPU 1
21805430 Task 39_2 CPU 4
21960273 Task 72_8 CPU 1
22019217 Task 19_17 CPU 1
22065577 Task 3_14 CPU 1
22097761 Task 95_7 CPU 1
22185388 Task 94_1 CPU 1
22280509 Task 9_7 CPU 2
22322785 Task 59_6 CPU 2
22383999 Task 42_8 CPU 2
22633839 Task 64_2 CPU 2
